Country,City,Center,Type,Level,Year,Registered,Present,Passed,ISO3
Algérie,Alger,Alger,DELF SJ,A1,2025,7,6,6.0,DZA
Algérie,Alger,Alger,DELF-DALF TP,C1,2025,223,213,183.0,DZA
Algérie,Annaba,Annaba,DELF Prim,A1,2025,2,2,2.0,DZA
Algérie,Annaba,Annaba,DELF Prim,A1.1,2025,14,14,14.0,DZA
Algérie,Annaba,Annaba,DELF-DALF TP,B1,2025,8,7,6.0,DZA
Algérie,Constantine,Constantine,DELF SJ,A1,2025,2,2,2.0,DZA
Algérie,Constantine,Constantine,DELF SJ,B1,2025,10,8,6.0,DZA
Algérie,Constantine,Constantine,DELF-DALF TP,A2,2025,1,1,1.0,DZA
Algérie,Constantine,Constantine,DELF-DALF TP,C2,2025,15,14,11.0,DZA
Algérie,Oran,Oran,DELF Prim,A2,2025,8,8,8.0,DZA
Algérie,Tlemcen,Tlemcen,DELF Prim,A1.1,2025,49,48,37.0,DZA
Algérie,Tlemcen,Tlemcen,DELF-DALF TP,A2,2025,10,10,7.0,DZA
Allemagne,Aachen,Aachen,DELF SJ,A1,2025,233,230,223.0,DEU
Allemagne,Aachen,Aachen,DELF SJ,A2,2025,184,184,162.0,DEU
Allemagne,Aachen,Aachen,DELF-DALF TP,A2,2025,1,1,1.0,DEU
Allemagne,Berlin,Berlin,DELF Prim,A1.1,2025,32,25,25.0,DEU
Allemagne,Berlin,Berlin,DELF Prim,A2,2025,12,11,11.0,DEU
Allemagne,Berlin,Berlin,DELF SJ,A2,2025,148,139,134.0,DEU
Allemagne,Berlin,Berlin,DELF-DALF TP,B1,2025,34,31,29.0,DEU
Allemagne,Bonn,Bonn,DELF Prim,A1,2025,4,4,4.0,DEU
Allemagne,Bonn,Bonn,DELF-DALF TP,B1,2025,5,5,5.0,DEU
Allemagne,Bremen,Brême,DELF Prim,A1.1,2025,1,1,1.0,DEU
Allemagne,Bremen,Brême,DELF SJ,B2,2025,6,6,6.0,DEU
Allemagne,Bremen,Brême,DELF-DALF TP,B2,2025,9,9,8.0,DEU
Allemagne,Bremen,Brême,DELF-DALF TP,C2,2025,3,3,2.0,DEU
Allemagne,Köln,Cologne,DELF SJ,B2,2025,9,9,9.0,DEU
Allemagne,Köln,Cologne,DELF SJ,A1,2025,730,673,669.0,DEU
Allemagne,Köln,Cologne,DELF SJ,B2,2025,59,57,52.0,DEU
Allemagne,Köln,Cologne,DELF-DALF TP,B1,2025,18,17,17.0,DEU
Allemagne,Köln,Cologne,DELF-DALF TP,C1,2025,26,24,16.0,DEU
Allemagne,Dresden,Dresde,DELF Prim,A1.1,2025,21,21,21.0,DEU
Allemagne,Dresden,Dresde,DELF-DALF TP,B2,2025,9,9,9.0,DEU
Allemagne,Düsseldorf,Düsseldorf,DELF-DALF TP,C1,2025,24,24,21.0,DEU
Allemagne,Erlangen,Erlangen,DELF SJ,B1,2025,236,233,225.0,DEU
Allemagne,Erlangen,Erlangen,DELF SJ,B2,2025,38,38,35.0,DEU
Allemagne,Frankfurt/Main,Francfort,DELF-DALF TP,C1,2025,22,22,18.0,DEU
Allemagne,Frankfurt Am Main,Francfort - Lycée français Victor Hugo,DELF SJ,B1,2025,1,0,,DEU
Allemagne,Freiburg,Freiburg,DELF Prim,A1,2025,14,14,14.0,DEU
Allemagne,Freiburg,Freiburg,DELF-DALF TP,B2,2025,119,119,90.0,DEU
Allemagne,Hamburg,Hambourg,DELF-DALF TP,B1,2025,20,19,19.0,DEU
Allemagne,Hamburg,Hambourg,DELF-DALF TP,C2,2025,2,2,2.0,DEU
Allemagne,Hanovre,Hanovre - VHS,DELF SJ,A1,2025,298,297,297.0,DEU
Allemagne,Hanovre,Hanovre - VHS,DELF SJ,B2,2025,80,80,78.0,DEU
Allemagne,Heidelberg,Heidelberg,DELF SJ,A1,2025,38,36,36.0,DEU
Allemagne,Heidelberg,Heidelberg,DELF SJ,B2,2025,19,18,18.0,DEU
Allemagne,Karlsruhe,Karlsruhe,DELF SJ,B1,2025,5,5,5.0,DEU
Allemagne,Karlsruhe,Karlsruhe,DELF SJ,A1,2025,54,53,53.0,DEU
Allemagne,Karlsruhe,Karlsruhe,DELF-DALF TP,A2,2025,3,2,2.0,DEU
Allemagne,Karlsruhe,Karlsruhe,DELF-DALF TP,C2,2025,2,2,2.0,DEU
Allemagne,Kiel,Kiel,DELF-DALF TP,B2,2025,4,4,4.0,DEU
Allemagne,Leipzig,Leipzig,DELF SJ,B2,2025,56,53,42.0,DEU
Allemagne,Leipzig,Leipzig,DELF-DALF TP,A1,2025,2,2,2.0,DEU
Allemagne,Leipzig,Leipzig,DELF-DALF TP,B2,2025,5,5,5.0,DEU
Allemagne,Mannheim,Mannheim,DELF SJ,A2,2025,9,9,9.0,DEU
Allemagne,Mannheim,Mannheim,DELF-DALF TP,B1,2025,5,5,3.0,DEU
Allemagne,Mainz,Mayence,DELF Prim,A1,2025,5,5,5.0,DEU
Allemagne,Mainz,Mayence,DELF Prim,A1.1,2025,13,13,13.0,DEU
Allemagne,Munich,Munich,DELF SJ,B1,2025,7,7,7.0,DEU
Allemagne,Munich,Munich,DELF-DALF TP,A1,2025,5,5,5.0,DEU
Allemagne,Munich,Munich,DELF-DALF TP,A2,2025,15,15,15.0,DEU
Allemagne,Munich,Munich,DELF-DALF TP,B2,2025,63,63,59.0,DEU
Allemagne,Rostock,Rostock,DELF SJ,A2,2025,100,95,88.0,DEU
Allemagne,Rostock,Rostock,DELF SJ,B1,2025,37,36,31.0,DEU
Allemagne,Saarbrücken,Sarrebruck,DELF-DALF TP,A2,2025,5,5,5.0,DEU
Allemagne,Saarbrücken,Sarrebruck,DELF-DALF TP,B1,2025,13,13,12.0,DEU
Allemagne,Stuttgart,Stuttgart,DELF Prim,A1.1,2025,29,29,29.0,DEU
Allemagne,Stuttgart,Stuttgart,DELF SJ,A1,2025,237,232,229.0,DEU
Allemagne,Stuttgart,Stuttgart,DELF-DALF TP,B2,2025,43,40,35.0,DEU
Allemagne,Tübingen,Tübingen,DELF SJ,A1,2025,143,142,142.0,DEU
Allemagne,Tübingen,Tübingen,DELF SJ,A2,2025,406,401,383.0,DEU
Andorre,Andorre La Vieille,Andorre-la-Vieille,DELF-DALF TP,A1,2025,32,28,26.0,AND
Andorre,Andorre La Vieille,Andorre-la-Vieille,DELF-DALF TP,C1,2025,41,38,20.0,AND
Andorre,Andorre La Vieille,Andorre-la-Vieille,DELF-DALF TP,C2,2025,24,21,11.0,AND
Angola,Caxito,Caxito - École Eiffel,DELF SJ,A2,2025,45,44,41.0,AGO
Angola,Caxito,Caxito - École Eiffel,DELF SJ,B1,2025,51,46,46.0,AGO
Angola,Luanda,Luanda,DELF-DALF TP,B1,2025,41,34,18.0,AGO
Angola,Luanda,Luanda,DELF-DALF TP,B2,2025,67,65,38.0,AGO
Angola,Lubango,Lubango,DELF-DALF TP,A1,2025,4,4,3.0,AGO
Angola,Lubango,Lubango,DELF-DALF TP,A2,2025,36,34,7.0,AGO
Angola,Malanje,Malanje - École Eiffel,DELF SJ,B1,2025,50,48,47.0,AGO
Angola,Ndalatando,Ndalatando - École Eiffel,DELF SJ,A2,2025,52,52,51.0,AGO
Angola,Ondjiva,Ondjiva - École Eiffel,DELF SJ,A2,2025,54,53,53.0,AGO
Angola,Ondjiva,Ondjiva - École Eiffel,DELF SJ,B1,2025,51,51,49.0,AGO
Arabie saoudite,Al Khobar,Dammam - Al Khobar,DELF SJ,A1,2025,34,33,33.0,SAU
Arabie saoudite,Al Khobar,Dammam - Al Khobar,DELF Prim,A1.1,2025,42,42,42.0,SAU
Arabie saoudite,Al Khobar,Dammam - Al Khobar,DELF-DALF TP,A1,2025,3,2,2.0,SAU
Arabie saoudite,Al Khobar,Dammam - Al Khobar,DELF-DALF TP,B2,2025,9,9,5.0,SAU
Arabie saoudite,Djeddah,Djeddah,DELF SJ,B2,2025,15,15,13.0,SAU
Arabie saoudite,Riyad,Riyad - Alliance française,DELF SJ,B2,2025,16,16,10.0,SAU
Arabie saoudite,Riyad,Riyad - Alliance française,DELF Prim,A1.1,2025,73,73,72.0,SAU
Arabie saoudite,Riyad,Riyad - Alliance française,DELF-DALF TP,A1,2025,41,41,39.0,SAU
Argentine,Bernal,Bernal,DELF SJ,B2,2025,1,1,1.0,ARG
Argentine,Buenos Aires,Buenos Aires - AF,DELF Prim,A1.1,2025,120,120,119.0,ARG
Argentine,Buenos Aires,Buenos Aires - AF,DELF-DALF TP,B1,2025,60,58,19.0,ARG
Argentine,Concepción Del Uruguay,Concepcion del Uruguay,DELF SJ,A2,2025,6,6,6.0,ARG
Argentine,Concepción Del Uruguay,Concepcion del Uruguay,DELF SJ,B1,2025,2,2,2.0,ARG
Argentine,Concepción Del Uruguay,Concepcion del Uruguay,DELF-DALF TP,A1,2025,5,5,5.0,ARG
Argentine,Cordoba,Cordoba,DELF SJ,A2,2025,36,36,36.0,ARG
Argentine,Mar Del Plata,Mar del Plata,DELF-DALF TP,A1,2025,1,1,1.0,ARG
Argentine,Mercedes,Mercedes,DELF-DALF TP,A2,2025,3,3,,ARG
Argentine,Mercedes,Mercedes,DELF-DALF TP,C2,2025,2,2,,ARG
Argentine,Neuquén,Neuquen,DELF-DALF TP,A1,2025,10,9,9.0,ARG
Argentine,Neuquén,Neuquen,DELF-DALF TP,B1,2025,3,2,2.0,ARG
Argentine,Posadas,Posadas,DELF SJ,A2,2025,1,1,1.0,ARG
Argentine,Posadas,Posadas,DELF-DALF TP,B1,2025,6,6,6.0,ARG
Argentine,Rafaela,Rafaela,DELF-DALF TP,A1,2025,1,1,1.0,ARG
Argentine,Buenos Aires,Resistencia,DELF SJ,A2,2025,1,1,1.0,ARG
Argentine,Buenos Aires,Resistencia,DELF-DALF TP,B1,2025,1,1,1.0,ARG
Argentine,Rosario,Rosario,DELF Prim,A1.1,2025,58,58,58.0,ARG
Argentine,Rosario,Rosario,DELF-DALF TP,A1,2025,8,8,8.0,ARG
Argentine,Salta,Salta,DELF-DALF TP,A2,2025,5,5,5.0,ARG
Argentine,San Juan,San Juan,DELF-DALF TP,B2,2025,6,6,4.0,ARG
Argentine,San Luis,San Luis,DELF SJ,A1,2025,1,1,1.0,ARG
Argentine,San Luis,San Luis,DELF SJ,A2,2025,8,8,8.0,ARG
Argentine,Tucumán,San Miguel de Tucuman,DELF SJ,B1,2025,3,3,3.0,ARG
Argentine,Tucumán,San Miguel de Tucuman,DELF-DALF TP,B1,2025,4,4,1.0,ARG
Argentine,Tucumán,San Miguel de Tucuman,DELF-DALF TP,C2,2025,1,1,,ARG
Argentine,San Rafael,San Rafael,DELF SJ,A2,2025,1,1,1.0,ARG
Argentine,San Salvador De Jujuy,San Salvador de Jujuy,DELF-DALF TP,A1,2025,1,0,,ARG
Argentine,Santa Rosa,Santa Rosa,DELF-DALF TP,C1,2025,1,1,1.0,ARG
Argentine,Tandil,Tandil,DELF-DALF TP,A2,2025,3,3,3.0,ARG
Argentine,Ushuaia,Ushuaia,DELF-DALF TP,B2,2025,1,1,1.0,ARG
Argentine,Venado Tuerto,Venado Tuerto,DELF-DALF TP,B1,2025,1,1,1.0,ARG
Arménie,Erevan,Erevan  - IF,DELF SJ,B1,2025,50,44,39.0,ARM
Arménie,Erevan,Erevan  - IF,DELF-DALF TP,B1,2025,83,81,67.0,ARM
Australie,Adelaide,Adelaide,DELF SJ,A2,2025,25,25,25.0,AUS
Australie,Adelaide,Adelaide,DELF-DALF TP,B1,2025,8,8,7.0,AUS
Australie,Adelaide,Adelaide,DELF-DALF TP,C1,2025,3,3,3.0,AUS
Australie,Melbourne,Melbourne,DELF-DALF TP,B1,2025,34,32,30.0,AUS
Australie,Perth,Perth,DELF SJ,B1,2025,12,12,12.0,AUS
Australie,Perth,Perth,DELF-DALF TP,C1,2025,6,6,6.0,AUS
Australie,Sydney,Sydney,DELF Prim,A1.1,2025,5,5,5.0,AUS
Autriche,Wien,Vienne,DELF SJ,A1,2025,109,109,109.0,AUT
Autriche,Wien,Vienne,DELF-DALF TP,C1,2025,31,31,29.0,AUT
Azerbaïdjan,Bakou,Bakou,DELF-DALF TP,A2,2025,13,13,11.0,AZE
Azerbaïdjan,Bakou,Bakou,DELF-DALF TP,B2,2025,77,77,53.0,AZE
Bahreïn,Isa Town,Manama,DELF Prim,A1,2025,40,40,38.0,BHR
Bahreïn,Isa Town,Manama,DELF Prim,A1.1,2025,9,9,9.0,BHR
Bahreïn,Isa Town,Manama,DELF-DALF TP,A1,2025,25,25,25.0,BHR
Bahreïn,Isa Town,Manama,DELF-DALF TP,B1,2025,12,12,9.0,BHR
Bangladesh,Chittagong,Chittagong,DELF Prim,A1,2025,17,17,17.0,BGD
Bangladesh,Chittagong,Chittagong,DELF Prim,A1.1,2025,20,20,20.0,BGD
Bangladesh,Chittagong,Chittagong,DELF-DALF TP,A1,2025,162,159,155.0,BGD
Bangladesh,Dhaka,Dacca,DELF SJ,A2,2025,96,95,59.0,BGD
Bangladesh,Dhaka,Dacca,DELF Prim,A1,2025,56,56,54.0,BGD
Bangladesh,Dhaka,Dacca,DELF-DALF TP,A2,2025,241,222,105.0,BGD
Bangladesh,Dhaka,Dacca,DELF-DALF TP,C2,2025,2,2,1.0,BGD
Barbade,Bridgetown,Bridgetown,DELF SJ,A1,2025,4,4,4.0,BRB
Barbade,Bridgetown,Bridgetown,DELF SJ,B1,2025,1,1,1.0,BRB
Belgique,Bruxelles,Bruxelles,DELF SJ,A2,2025,13,13,12.0,BEL
Belgique,Bruxelles,Bruxelles,DELF Prim,A1,2025,6,6,6.0,BEL
Belgique,Bruxelles,Bruxelles,DELF-DALF TP,A2,2025,82,70,69.0,BEL
Belgique,Gent,Gent,DELF SJ,A2,2025,1,1,1.0,BEL
Belgique,Gent,Gent,DELF-DALF TP,A1,2025,3,3,3.0,BEL
Belgique,Gent,Gent,DELF-DALF TP,A2,2025,9,9,9.0,BEL
Belgique,Gent,Gent,DELF-DALF TP,B2,2025,31,31,30.0,BEL
Belgique,Kortrijk,Kortrijk,DELF-DALF TP,B2,2025,12,12,12.0,BEL
Belgique,Liège,Liège,DELF-DALF TP,A1,2025,3,3,3.0,BEL
Belgique,Liège,Liège,DELF-DALF TP,C1,2025,10,9,8.0,BEL
Belgique,Shape,Shape,DELF SJ,B2,2025,20,20,19.0,BEL
Bénin,Cotonou,Cotonou - IF,DELF SJ,B1,2025,33,33,32.0,BEN
Bénin,Cotonou,Cotonou - IF,DELF SJ,B2,2025,32,32,29.0,BEN
Bénin,Cotonou,Cotonou - IF,DELF Prim,A1.1,2025,18,18,15.0,BEN
Bénin,Cotonou,Cotonou - IF,DELF-DALF TP,A1,2025,3,3,3.0,BEN
Bénin,Cotonou,Cotonou - IF,DELF-DALF TP,A2,2025,10,10,9.0,BEN
Bénin,Cotonou,Cotonou - IF,DELF-DALF TP,B1,2025,29,28,20.0,BEN
Bélarus,Minsk,Minsk,DELF SJ,A1,2025,31,29,28.0,BLR
Bélarus,Minsk,Minsk,DELF SJ,B2,2025,56,56,45.0,BLR
Bélarus,Minsk,Minsk,DELF-DALF TP,B1,2025,40,37,34.0,BLR
Myanmar,Yangon( Rangoun),Yangon,DELF-DALF TP,C2,2025,3,3,1.0,MMR
Bolivie,Cochabamba,Cochabamba,DELF SJ,A2,2025,8,8,8.0,BOL
Bolivie,Cochabamba,Cochabamba,DELF-DALF TP,A1,2025,2,2,2.0,BOL
Bolivie,Cochabamba,Cochabamba,DELF-DALF TP,C1,2025,6,6,6.0,BOL
Bolivie,La Paz,La Paz - AF,DELF SJ,B1,2025,3,3,3.0,BOL
Bolivie,La Paz,La Paz - AF,DELF SJ,B2,2025,3,3,2.0,BOL
Bolivie,La Paz,La Paz - AF,DELF-DALF TP,A1,2025,107,100,40.0,BOL
Bolivie,La Paz,La Paz - AF,DELF-DALF TP,C1,2025,3,3,3.0,BOL
Bolivie,La Paz,La Paz - Lycée franco-bolivien,DELF Prim,A2,2025,71,71,70.0,BOL
Bolivie,Santa Cruz De La Sierra,Santa Cruz - AF,DELF SJ,A1,2025,2,2,2.0,BOL
Bolivie,Santa Cruz De La Sierra,Santa Cruz - AF,DELF SJ,B1,2025,1,1,1.0,BOL
Bolivie,Sucre,Sucre,DELF SJ,B1,2025,1,1,1.0,BOL
Bolivie,Sucre,Sucre,DELF-DALF TP,B2,2025,16,16,14.0,BOL
Bosnie-Herzégovine,Banja Luka,Banja Luka,DELF SJ,A2,2025,10,10,8.0,BIH
Bosnie-Herzégovine,Banja Luka,Banja Luka,DELF-DALF TP,A1,2025,2,2,2.0,BIH
Bosnie-Herzégovine,Banja Luka,Banja Luka,DELF-DALF TP,A2,2025,5,5,5.0,BIH
Bosnie-Herzégovine,Mostar,Mostar,DELF SJ,B2,2025,1,1,1.0,BIH
Bosnie-Herzégovine,Sarajevo,Sarajevo,DELF SJ,B1,2025,3,2,2.0,BIH
Bosnie-Herzégovine,Sarajevo,Sarajevo,DELF-DALF TP,B2,2025,10,10,7.0,BIH
Botswana,Gaborone,Gaborone,DELF Prim,A1.1,2025,133,133,,BWA
Brésil,Brasília,Brasilia,DELF SJ,B2,2025,2,2,2.0,BRA
Brésil,Brasília,Brasilia,DELF-DALF TP,B1,2025,91,82,69.0,BRA
Brésil,Campinas,Campinas,DELF-DALF TP,B2,2025,18,18,11.0,BRA
Brésil,Campinas,Campinas,DELF-DALF TP,C2,2025,1,0,,BRA
Brésil,Campo Grande,Campo Grande,DELF SJ,A1,2025,3,3,3.0,BRA
Brésil,Curitiba,Curitiba,DELF SJ,B2,2025,5,5,4.0,BRA
Brésil,Curitiba,Curitiba,DELF-DALF TP,B2,2025,58,56,45.0,BRA
Brésil,Curitiba,Curitiba,DELF-DALF TP,C1,2025,9,9,7.0,BRA
Brésil,Florianópolis,Florianopolis,DELF-DALF TP,A1,2025,21,19,19.0,BRA
Brésil,Florianópolis,Florianopolis,DELF-DALF TP,B1,2025,28,26,21.0,BRA
Brésil,Florianópolis,Florianopolis,DELF-DALF TP,B2,2025,26,26,20.0,BRA
Brésil,Florianópolis,Florianopolis,DELF-DALF TP,C1,2025,5,4,2.0,BRA
Brésil,Juiz De Fora,Juiz de Fora,DELF-DALF TP,B2,2025,9,9,9.0,BRA
Brésil,Londrina,Londrina,DELF-DALF TP,B2,2025,7,7,7.0,BRA
Brésil,Londrina,Londrina,DELF-DALF TP,C1,2025,2,2,,BRA
Brésil,Manaus,Manaus,DELF-DALF TP,B2,2025,10,10,10.0,BRA
Brésil,Manaus,Manaus,DELF-DALF TP,C2,2025,1,1,1.0,BRA
Brésil,Natal,Natal,DELF-DALF TP,C1,2025,3,3,3.0,BRA
Brésil,Porto Alegre,Porto Alegre,DELF-DALF TP,A2,2025,2,2,2.0,BRA
Brésil,Porto Alegre,Porto Alegre,DELF-DALF TP,B1,2025,23,23,15.0,BRA
Brésil,Recife,Recife,DELF SJ,A1,2025,4,4,4.0,BRA
Brésil,Recife,Recife,DELF-DALF TP,B1,2025,38,36,29.0,BRA
Brésil,Ribeirão Preto,Ribeirão Preto,DELF-DALF TP,A2,2025,1,1,1.0,BRA
Brésil,Rio De Janeiro,Rio de Janeiro,DELF SJ,A2,2025,116,111,15.0,BRA
Brésil,Rio De Janeiro,Rio de Janeiro,DELF SJ,B2,2025,60,60,2.0,BRA
Brésil,Rio De Janeiro,Rio de Janeiro,DELF Prim,A1,2025,9,9,9.0,BRA
Brésil,Rio De Janeiro,Rio de Janeiro,DELF-DALF TP,A1,2025,22,15,15.0,BRA
Brésil,Rio De Janeiro,Rio de Janeiro,DELF-DALF TP,A2,2025,63,50,49.0,BRA
Brésil,Santo André,Santo André,DELF-DALF TP,C1,2025,1,1,,BRA
Brésil,Santos,Santos,DELF-DALF TP,B2,2025,4,4,3.0,BRA
Brésil,São Carlos,São Carlos,DELF-DALF TP,C1,2025,2,2,2.0,BRA
Brésil,São José Dos Campos,São José dos Campos,DELF-DALF TP,A2,2025,2,2,2.0,BRA
Brésil,São José Dos Campos,São José dos Campos,DELF-DALF TP,B2,2025,6,6,6.0,BRA
Brésil,São Paulo,São Paulo,DELF-DALF TP,C1,2025,87,83,72.0,BRA
Brésil,Viçosa,Viçosa - UFV,DELF-DALF TP,B1,2025,22,21,19.0,BRA
Bulgarie,Bourgas,Bourgas - AF,DELF SJ,B1,2025,13,13,13.0,BGR
Bulgarie,Bourgas,Bourgas - AF,DELF SJ,B2,2025,9,9,8.0,BGR
Bulgarie,Bourgas,Bourgas - Lycée G.S. Rakovski,DELF SJ,B2,2025,8,8,6.0,BGR
Bulgarie,Lovetch,Lovech - Lycée  Ekzarh Yossif,DELF SJ,B1,2025,20,20,12.0,BGR
Bulgarie,Lovetch,Lovech - Lycée  Ekzarh Yossif,DELF SJ,B2,2025,14,14,8.0,BGR
Bulgarie,Sofia,Sofia - IF,DELF Prim,A2,2025,35,35,32.0,BGR
Bulgarie,Sofia,Sofia - IF,DELF-DALF TP,A1,2025,1,1,1.0,BGR
Bulgarie,Sofia,Sofia - Lycée A. de Lamartine,DELF SJ,B2,2025,137,137,127.0,BGR
Bulgarie,Varna,Varna - AF,DELF Prim,A1,2025,4,4,4.0,BGR
Bulgarie,Varna,Varna - AF,DELF Prim,A2,2025,1,1,1.0,BGR
Burkina Faso,Ouagadougou,Ouagadougou - IF,DELF Prim,A2,2025,8,7,7.0,BFA
Cambodge,Phnom Penh,Phnom Penh,DELF SJ,A2,2025,47,45,36.0,KHM
Cambodge,Phnom Penh,Phnom Penh,DELF SJ,B2,2025,22,21,6.0,KHM
Cameroun,Bamenda,Bamenda,DELF-DALF TP,B2,2025,6,6,5.0,CMR
Cameroun,Buéa,Buea,DELF-DALF TP,B2,2025,2,2,2.0,CMR
Cameroun,Buéa,Buea,DELF-DALF TP,C2,2025,5,4,3.0,CMR
Cameroun,Douala,Douala,DELF Prim,A2,2025,1,1,1.0,CMR
Cameroun,Garoua,Garoua,DELF-DALF TP,C1,2025,5,5,5.0,CMR
Cameroun,Yaoundé,Yaoundé,DELF-DALF TP,B2,2025,248,248,217.0,CMR
Canada,Calgary,Calgary - AF,DELF SJ,B2,2025,36,36,32.0,CAN
Canada,Calgary,Calgary - AF,DELF SJ,A1,2025,8,8,8.0,CAN
Canada,Calgary,Calgary - AF,DELF-DALF TP,A2,2025,17,14,12.0,CAN
Canada,Calgary,Calgary Catholic Schools,DELF SJ,B2,2025,127,127,122.0,CAN
Canada,Dorval,Dorval - LBPSB,DELF-DALF TP,A2,2025,7,7,7.0,CAN
Canada,Edmonton,Edmonton - AF,DELF-DALF TP,B2,2025,47,46,45.0,CAN
Canada,Edmonton,Edmonton - CERF,DELF-DALF TP,B2,2025,71,71,71.0,CAN
Canada,Grande Prairie,Grande Prairie,DELF Prim,A1.1,2025,42,35,29.0,CAN
Canada,Grande Prairie,Grande Prairie,DELF-DALF TP,B1,2025,1,1,1.0,CAN
Canada,Grande Prairie,Grande Prairie,DELF-DALF TP,B2,2025,2,2,1.0,CAN
Canada,Halifax,Halifax - AF,DELF SJ,A2,2025,4,4,4.0,CAN
Canada,Halifax,Halifax - AF,DELF SJ,B1,2025,12,12,12.0,CAN
Canada,Halifax,Halifax - AF,DELF SJ,B2,2025,5,5,5.0,CAN
Canada,Halifax,Halifax - AF,DELF-DALF TP,A1,2025,8,8,8.0,CAN
Canada,Halifax,Halifax - AF,DELF-DALF TP,B1,2025,7,7,6.0,CAN
Canada,Lethbridge,Lethbridge - University,DELF SJ,A2,2025,9,9,8.0,CAN
Canada,Moncton,Moncton - AF,DELF SJ,A2,2025,1,1,1.0,CAN
Canada,Moncton,Moncton - AF,DELF SJ,B1,2025,9,9,8.0,CAN
Canada,Moncton,Moncton - AF,DELF SJ,B2,2025,5,5,4.0,CAN
Canada,Moncton,Moncton - AF,DELF-DALF TP,A2,2025,1,1,1.0,CAN
Canada,Moncton,Moncton - AF,DELF-DALF TP,B1,2025,2,1,1.0,CAN
Canada,Moncton,Moncton - AF,DELF-DALF TP,B2,2025,8,8,8.0,CAN
Canada,Ottawa,Ottawa - AF,DELF SJ,A1,2025,5,5,5.0,CAN
Canada,Ottawa,Ottawa - AF,DELF SJ,B2,2025,33,25,21.0,CAN
Canada,Ottawa,Ottawa - AF,DELF Prim,A1,2025,2,2,1.0,CAN
Canada,Ottawa,Ottawa - AF,DELF SJ,B1,2025,74,74,68.0,CAN
Canada,Ottawa,Ottawa - AF,DELF-DALF TP,A1,2025,16,12,12.0,CAN
Canada,Nepean,Ottawa-Carleton District School,DELF Prim,A1,2025,81,81,80.0,CAN
Canada,Nepean,Ottawa-Carleton District School,DELF SJ,B2,2025,1167,1159,1083.0,CAN
Canada,Gravelbourg,Saskatoon - Collège Matthieu,DELF-DALF TP,A1,2025,1,1,1.0,CAN
Canada,Gravelbourg,Saskatoon - Collège Matthieu,DELF-DALF TP,A2,2025,1,1,1.0,CAN
Canada,Gravelbourg,Saskatoon - Collège Matthieu,DELF-DALF TP,B2,2025,6,6,6.0,CAN
Canada,"Sault Ste. Marie, Ontario",Sault Ste. Marie,DELF SJ,B2,2025,1,1,1.0,CAN
Canada,St. John'S,St John’s - MUN,DELF SJ,A2,2025,109,106,105.0,CAN
Canada,St. John'S,St John’s - MUN,DELF-DALF TP,A2,2025,1,1,1.0,CAN
Canada,St. John'S,St John’s - MUN,DELF-DALF TP,B2,2025,66,65,65.0,CAN
Canada,Mission,"Surrey, BC",DELF SJ,A2,2025,337,331,226.0,CAN
Canada,North York,Toronto - AF,DELF SJ,A1,2025,2,2,2.0,CAN
Canada,Vancouver,Vancouver,DELF SJ,A1,2025,34,33,33.0,CAN
Canada,Vancouver,Vancouver,DELF SJ,B2,2025,63,62,54.0,CAN
Canada,Vancouver,Vancouver,DELF SJ,B1,2025,7,7,7.0,CAN
Canada,Victoria,"Victoria - University, Department of French",DELF-DALF TP,B2,2025,40,40,30.0,CAN
Canada,Victoria,"Victoria - University, Department of French",DELF-DALF TP,C1,2025,7,7,6.0,CAN
Canada,Winnipeg,Winnipeg - AF,DELF-DALF TP,A1,2025,5,5,5.0,CAN
Canada,Yellowknife,Yellowknife,DELF SJ,A1,2025,8,8,8.0,CAN
Canada,Calgary,Calgary - WIC,DELF SJ,A1,2025,16,16,16.0,CAN
Canada,Calgary,Calgary - WIC,DELF SJ,A2,2025,23,23,23.0,CAN
Cabo Verde,Mindelo,Mindelo,DELF-DALF TP,B2,2025,9,9,7.0,CPV
Cabo Verde,Praia,Praia,DELF-DALF TP,A2,2025,7,7,7.0,CPV
Cabo Verde,Praia,Praia,DELF-DALF TP,B2,2025,7,7,2.0,CPV
République centrafricaine,Bangui,Bangui - AF,DELF-DALF TP,B1,2025,16,12,12.0,CAF
Chili,Osorno,Osorno,DELF-DALF TP,B2,2025,2,2,2.0,CHL
Chili,Santiago,Santiago - IF,DELF SJ,A2,2025,44,44,,CHL
Chili,Antofagasta,Antofagasta,DELF SJ,A2,2025,2,2,,CHL
Chine,Pékin,Beijing - AF,DELF SJ,B2,2025,11,11,7.0,CHN
Chine,Pékin,Beijing - AF,DELF Prim,A1.1,2025,28,27,26.0,CHN
Chine,Pékin,Beijing - AF,DELF Prim,A2,2025,33,33,27.0,CHN
Chine,Pékin,Beijing - AF,DELF-DALF TP,A2,2025,175,138,102.0,CHN
Chine,Pékin,Beijing - Lycée français international,DELF Prim,A1.1,2025,2,2,2.0,CHN
Chine,Pékin,Beijing - Lycée français international,DELF Prim,A2,2025,28,28,27.0,CHN
Chine,Canton (Guangzhou),Canton - AF,DELF-DALF TP,B1,2025,167,135,93.0,CHN
Chine,Chengdu,Chengdu - AF,DELF Prim,A1,2025,28,28,28.0,CHN
Nouvelle-Zélande,Nelson,Nelson Tasman - AF,DELF-DALF TP,A1,2025,1,1,1.0,NZL
